MoveName,Type,Category,Power,Accuracy,PP,Description
속이기,노말,물리,40,100,10,선제공격으로 상대를 풀죽게 한다. 배틀에 나가서 바로 쓰지 않으면 성공할 수 없다.
손가락흔들기,노말,변화,0,0,10,손가랑을 흔들어 자신의 뇌를 자극해서 모든 기술 중 어느 하나를 날린다.
손에손잡기,노말,변화,0,0,40,같은 편 포켓몬끼리 손에 손을 잡는다. 굉장히 행복한 기분이 들게 된다.
스위프뺨치기,노말,물리,25,85,10,단단한 꼬리로 상대를 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
스케치,노말,변화,0,0,1,상대가 쓴 기술을 자신의 것으로 만든다. 한 번 사용하면 스케치는 사라진다.
스포트라이트,노말,변화,0,0,15,대상을 지정해 상대방의 공격을 모두 대상이 받게 된다.
스피드스타,노말,특수,60,0,20,별 모양의 빛을 발사해서 상대를 공격한다. 공격은 반드시 명중한다.
신비의부적,노말,변화,0,0,25,5턴 동안 이상한 힘의 보호를 받아 상태 이상이 되지 않는다.
신속,노말,물리,80,100,5,눈에 보이지 않는 굉장한 속도로 상대에게 돌진하여 공격한다. 상대방보다 먼저 공격한다.
싫은소리,노말,변화,0,85,20,그만 귀를 막아버리고 싶은 싫은 소리를 내어 상대의 방어를 2랭크 떨어뜨린다.
심판의뭉치,노말,특수,100,100,10,무수한 광탄을 방출한다. 자신이 가지고 있는 플레이트에 따라 타입이 바뀐다.
심플빔,노말,변화,0,100,15,수수께끼의 염력파를 상대에게 보낸다. 염력파를 받은 상대는 특성이 단순으로 바뀐다.
아침햇살,노말,변화,0,0,5,사용자의 HP를 회복한다. 날씨에 따라 회복량이 변한다.
아프로브레이크,노말,물리,120,100,15,굉장한 아프로 머리로 상대를 돌진하여 공격한다. 자신도 대상에게 준 피해의 1/4만큼 데미지를 입는다.
아픔나누기,노말,변화,0,0,20,자신의 HP와 상대의 HP를 합친 것을 자신과 상대가 사이좋게 나눈다.
악마의키스,노말,변화,0,75,10,무서운 얼굴로 키스한다. 상대를 잠듦 상태로 만든다.
알낳기,노말,변화,0,0,5,자신의 최대 HP 절반을 회복한다. 동료의 HP를 1/5만큼 회복시킨다.
알폭탄,노말,물리,100,75,10,큰 알을 온 힘을 다해 상대엑 내던져서 공격한다.
앙코르,노말,변화,0,100,5,상대에게 앙코르를 외쳐서 기술을 3번 연속으로 쓰게 한다.
야금야금,노말,물리,70,100,20,틈을 보며 착실하게 공격한다. 상대의 능력 변화에 관계없이 데미지를 준다.
에코보이스,노말,특수,40,100,15,울리는 목소리로 상대를 공격한다. 매 턴 누군가 이 기술을 계속해서 쓰면 위력이 올라간다.
연막,노말,변화,0,100,20,연기나 먹물을 내뿜어 상대의 명중률을 1랭크 떨어뜨린다.
연속뺨치기,노말,물리,15,85,10,연속 뺨치기로 상대를 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
연속펀치,노말,물리,18,85,15,노도 같은 펀치로 상대를 세게 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
예민해지기,노말,변화,0,0,30,정신을 집중해서 다음 공격을 반드시 급소에 맞춘다.
옛노래,노말,특수,75,100,10,옛노래를 상대에게 들려주고 마음에 호소하여 공격한다. 10% 확률로 상대를 잠듦 상태로 만든다.
우유마시기,노말,변화,0,0,5,자신의 HP를 최대 HP의 절반만큼 회복한다. 동료의 HP를 1/5만큼 회복시킨다.
울부짖기,노말,변화,0,0,20,상대를 도망가게 해서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.
울음소리,노말,변화,0,100,40,귀여운 울음소리를 들려주고 관심을 끌어 방심한 사이에 상대의 공격을 1랭크 떨어뜨린다.
웅크리기,노말,변화,0,0,40,몸을 둥글게 웅크려서 자신의 방어를 1랭크 올린다. 사용 후 구르기나 아이스볼을 사용하면 위력이 2배다.
원수갚기,노말,물리,70,100,5,쓰러진 같은 편의 원수를 갚는다. 앞 턴에서 같은 편이 쓰러졌다면 위력이 2배로 올라간다.
웨더볼,노말,특수,50,100,10,사용했을 때의 날씨에 따라서 기술 타입과 위력이 바뀐다.
유혹,노말,변화,0,100,20,수컷은 암컷을 암컷은 수컷을 유혹하여 상대의 특수공격을 2랭크 떨어뜨린다. 상대의 성별이 같거나 둔감 특성이면 실패한다.
은혜갚기,노말,물리,0,100,20,트레이너를 위해 전력으로 상대를 공격한다. 친밀할수록 위력이 올라간다.
이판사판태클,노말,물리,120,100,15,목숨을 걸고 상대에게 돌진하여 공격을 한다. 자신도 대상에게 준 피해의 1/3만큼 반동 피해를 받는다.
자기암시,노말,변화,0,0,10,자신에게 암시를 걸어서 능력 변화 상태를 상태와 같게 만든다.
자연의은혜,노말,물리,0,100,15,나무열매에서 힘을 얻어 공격한다. 지니게 한 나무열매에 따라 기술의 타입과 위력이 바뀐다.
자연의힘,노말,변화,0,0,20,자연의 힘으로 공격한다. 사용하는 장소에 따라 나오는 기술이 변화한다.
자폭,노말,물리,200,100,5,폭발을 일으켜서 자신의 주위에 있는 포켓몬을 공격한다. 쓰고 나서 기절하게 된다.
작아지기,노말,변화,0,0,10,몸을 축호아여 작게 보임으로써 회피율을 2랭크 올린다.
잠꼬대,노말,변화,0,0,10,자신이 배운 기술 중 하나를 무작위로 날린다. 자신이 잠들어 있을 때만 쓸 수 있다.
잠재댄스,노말,특수,90,100,15,전력으로 춤추며 공격한다. 이 기술의 타입은 자신의 타입과 같아진다.
잠재파워,노말,특수,60,100,15,사용자에 따라 타입이 바뀐다.
잼잼펀치,노말,물리,70,100,10,리드미컬한 펀치를 날려 공격한다. 20% 확률로 상대를 혼란 시킨다.
적당히손봐주기,노말,물리,40,100,40,적당히 공격하여 상대의 HP를 반드시 1은 남긴다.
전광석화,노말,물리,40,100,30,눈에 보이지 않는 속도로 상대에게 돌진한다. 반드시 선제공격할 수 있다.
정리정돈,노말,변화,0,0,10,"압정뿌리기, 스텔스록, 끈적끈적네트, 독압정, 대타출동을 모두 정리한다. 자신의 공격과 스피드가 1랭크 올라간다."
정신차리기,노말,물리,70,100,10,마비 상태의 상대에게는 위력이 2배가 되지만 그 대신 상대의 마비가 풀린다.
제살깎기,노말,변화,0,0,10,"자신의 HP를 최대 HP의 절반만큼 깎아서 자신의 공격, 특수공격, 스피드를 2랭크 올린다."
조수,노말,변화,0,0,20,서둘러서 같은 편의 도움을 받아 교대 포켓몬이 기억하고 있는 기술 중 하나를 쓴다.
조이기,노말,물리,15,85,20,긴 몸이나 덩굴을 써서 4-5턴 동안 상대를 조여 공격한다.
주술,노말,변화,0,0,30,하늘을 향해 기도를 올려 5턴 동안 상대의 공격을 급소에 맞지 않게 한다.
죽기살기,노말,물리,0,100,5,상대의 HP가 자신의 HP와 같아지도록 데미지를 준다.
쥐어짜기,노말,특수,0,100,5,강하게 조여 공격을 한다. 상대의 HP가 많이 남아있을수록 위력이 올라간다.
짓밟기,노말,물리,65,100,20,큰 발로 상대를 짓밟아서 공격한다. 30% 확률로 상대를 풀죽게 한다. 대상이 작아지기를 사용했다면 필중하며 데미지가 2배다.
째려보기,노말,변화,0,100,30,날카로운 눈초리로 겁을 주어 상대의 방어를 1랭크 떨어뜨린다.
찍찍베기,노말,물리,20,90,10,여기저기서 동료들을 모아서 화려한 콤비네이션으로 공격한다. 1-10회 연속으로 공격한다.
찝기,노말,물리,55,100,30,상대를 양쪽에서 집어서 데미지를 준다.
참기,노말,물리,0,0,10,2턴 동안 공격을 견뎌 입은 데미지를 2배로 만들어 상대에게 돌려준다.
초음파,노말,변화,0,55,20,특수한 음파를 몸에서 발산하여 상대를 혼란 상태로 만든다.
축하,노말,변화,0,0,40,포켓몬이 매우 행복한 당신을 축하해 준다.
치료방울,노말,변화,0,0,5,기분 좋은 방울 소리를 들려주어 같은 편 전원의 상태 이상을 회복한다.
친해지기,노말,변화,0,0,20,상대와 친해져서 싸울 마음을 잃게 하여 상대의 공격을 1랭크 떨어뜨린다. 방어나 대타출동에 막히지 않는다.
칼등치기,노말,물리,40,100,40,상대의 HP가 반드시 1만큼 남도록 조절하여 공격한다.
칼바람,노말,특수,80,100,10,바람의 칼날을 만들어 2턴째에 공격한다. 급소에 맞을 확률이 높다.
칼춤,노말,변화,0,0,20,싸움의 춤을 격렬하게 춰서 기세를 높인다. 자신의 공격을 2랭크 올린다.
코골기,노말,특수,50,100,15,자신이 잠들어 있을 때 소음을 내어 공격한다. 30% 확률로 상대를 풀죽게 만든다.
코트체인지,노말,변화,0,100,10,이상한 힘으로 서로의 필드 효과를 교체한다.
탐내기,노말,물리,60,100,25,귀엽게 애교부리며 상대에게 다가가 지니고 있는 도구를 뺏는다.
테라버스트,노말,특수,80,100,10,테라스탈 중이면 테라스탈타입의 에너지를 방출해서 공격한다. 공격과 특수공격을 비교해서 높은 쪽으로 데미지를 준다.
테라클러스터,노말,특수,120,100,5,결정의 힘을 내리쬐어 적을 없애 버린다. 테라파고스가 스텔라폼일 때 사용하면 모든 상대에게 데미지를 준다.
테크노버스터,노말,특수,120,100,5,광탄을 상대에게 방출한다. 자신이 지니고 있는 카세트에 의해 타입이 바뀐다.
텍스처,노말,변화,0,0,30,자신의 타입을 배운 기술 중 가장 위에 있는 기술과 같은 타입으로 바뀐다.
텍스처2,노말,변화,0,0,30,상대가 마지막으로 쓴 기술에 저항할 수 있도록 자신의 타입을 변화시킨다.
토해내기,노말,특수,0,100,10,비축된 힘을 상대에게 부딪쳐서 공격한다. 비축된 만큼 위력이 올라간다.
튀어오르기,노말,변화,0,0,40,공격도 하지 않고 팔딱팔딱 튈 뿐 아무 일도 일어나지 않는다…
트라이어택,노말,특수,80,100,10,"3개의 광선으로 공격한다. 20% 확률로 상대를 마비, 화상 또는 얼음 상태로 만든다."
파괴광선,노말,특수,150,90,5,강한 광선을 상대에게 발사하여 공격한다. 다음 턴은 움직일 수 없다.
파워시프트,노말,변화,0,0,10,자신의 공격력과 방어력을 바꾼다.
페인트,노말,물리,30,100,10,방어나 판별을 하고 있는 상대에게 공격할 수 있다. 방어 효과를 해제시킨다.
폭음파,노말,특수,140,100,10,무시무시한 폭음의 파괴력으로 주위에 있는 모든 포켓몬을 공격한다.
풀베기,노말,물리,50,95,30,낫이나 발톱 등으로 상대를 베어 공격한다.
프레젠트,노말,물리,0,90,15,덫을 설치한 상자를 상대에게 건네어 공격한다. HP가 회복돼 버릴 때도 있다.
플래시,노말,변화,0,100,20,눈이 부신 빛으로 상대의 명중률을 1랭크 떨어뜨린다.
필살앞니,노말,물리,80,90,15,날카로운 앞니로 강하게 물어서 공격한다. 10% 확률로 상대를 풀죽게 만든다.
하이퍼드릴,노말,물리,100,100,5,뾰족한 신체 부위를 급속도로 회전시켜 관통한다. 방어나 판별 등도 무시할 수 있다.
하이퍼보이스,노말,특수,90,100,10,시끄럽게 울리는 큰 진동을 상대에게 전달하여 공격한다.
하품,노말,변화,0,0,10,큰 하품으로 졸음을 유도한다. 다음 턴에 상대를 잠듦 상태로 만든다.
할퀴기,노말,물리,40,100,35,날카로운 발톱으로 할퀸다.
해피타임,노말,변화,0,0,30,해피타임 기술을 쓰면 배틀 후에 받을 수 있는 돈이 배가 된다.
헤롱헤롱,노말,변화,0,100,15,수컷은 암컷을 암컷은 수컷을 유혹하여 헤롱헤롱하게 만든다. 상대가 기술을 쓰기 힘들어진다. 대상의 성별이 같거나 둔감 특성이면 실패한다.
화풀이,노말,물리,0,100,20,불만을 풀기 위해 전력으로 상대를 공격한다. 친밀하지 않을수록 위력이 올라간다.
회생의기도,노말,변화,0,0,1,자애로운 마음으로 기도를 하여 기절한 교대 포켓몬을 HP가 절반인 상태로 부활시킨다.
휘감기,노말,물리,10,100,35,촉수나 덩굴 등을 휘감아서 공격한다. 10% 확률로 상대의 스피드를 떨어뜨린다.
흉내내기,노말,변화,0,0,10,상대가 마지막에 사용한 기술을 배틀을 하는 동안 자신의 기술로 만들 수 있다.
흉내쟁이,노말,변화,0,0,20,직전에 나온 기술을 흉내 내어 같은 기술을 쓴다. 기술이 나오지 않았으면 실패한다.
흔들흔들댄스,노말,변화,0,100,20,흔들흔들 댄스를 춰서 주위에 있는 모두를 혼란 상태로 만든다.
희망사항,노말,변화,0,0,10,다음 턴에 자신 또는 교체한 포켓몬의 HP를 최대 HP의 1/2만큼 회복한다.
힘껏치기,노말,물리,80,75,20,긴 꼬리나 덩굴 등을 사용해 상대를 힘껏 쳐서 공격한다.
녹기,독,변화,0,0,20,세포의 변화로 액체가 되어 자신의 방어를 2랭크 올린다.
더스트슈트,독,물리,120,80,5,더러운 쓰레기를 상대에게 부딪쳐서 공격한다. 30% 확률로 상대를 독 상태로 만든다.
독가루,독,변화,0,75,35,독이 있는 가루를 많이 흩뿌려서 상대를 독 상태로 만든다.
독가스,독,변화,0,90,40,독가스를 상대의 얼굴에 내뿜어 독 상태로 만든다.
독실,독,변화,0,100,20,독이 섞인 실을 뿜어낸다. 상대를 독 상태로 만들고 스피드를 1랭크 떨어뜨린다.
독압정,독,변화,0,0,20,상대의 발밑에 독 압정을 뿌린다. 교체로 나온 상대 포켓몬에게 독을 퍼지게 하며 2번 깔았을 경우 맹독을 퍼지게 한다. 독타입 포켓몬이 밟으면 제거되며 부유 특성이나 비행타입 포켓몬은 압정을 밟지 않는다.
독찌르기,독,물리,80,100,20,독에 물든 촉수나 팔로 상대를 힘껏 꿰찌른다. 30% 확률로 상대를 독 상태로 만든다.
독침,독,물리,15,100,35,독이 있는 침을 상대에게 꿰찔러서 공격한다. 30% 확률로 상대를 독 상태로 만든다.
독침천발,독,물리,60,100,10,무수히 많은 독침으로 공격한다. 30% 확률로 상대를 독 상태로 만든다. 상대가 독/맹독 상태인 경우 위력이 2배가 된다.
똬리틀기,독,변화,0,0,20,똬리를 틀어서 집중한다. 자신의 공격과 방어와 명중률을 1랭크 올린다.
맹독,독,변화,0,90,10,상대를 맹독의 상태로 만든다. 턴이 진행될수록 독의 데미지가 증가한다.
맹독엄니,독,물리,50,100,15,독이 있는 이빨로 상대를 물어서 공격한다. 50% 확률로 상대를 맹독 상태로 만든다.
베놈쇼크,독,특수,65,100,10,특수한 독액을 끼얹는다. 독 상태의 상대에게는 위력이 2배가 된다.
베놈트랩,독,변화,0,100,20,"특수한 독액을 끼얹는다. 독 상태인 상대는 공격, 특수공격, 스피드가 1랭크 떨어진다."
부식가스,독,변화,0,100,40,주위에 있는 모든 것을 강력한 산성 가스로 뒤덮어서 지니고 있는 도구를 녹여버린다.
셸암즈,독,특수,90,100,10,물리와 특수 중 더 많은 데미지를 줄 수 있는 능력으로 공격한다. 10% 확률로 상대를 독 상태로 만든다.
스모그,독,특수,30,70,20,더러운 가스를 상대에게 내뿜어 공격한다. 40% 확률로 상대를 독 상태로 만든다.
악독사슬,독,특수,100,100,5,독으로 된 사슬로 상대를 휘감은 뒤 독소를 흘려보내어 해치운다. 50% 확률로 상대를 맹독 상태로 만든다.
애시드봄,독,특수,40,100,20,상대를 녹이는 액체를 토해내서 공격한다. 상대의 특수방어를 2랭크 떨어뜨린다.
오물공격,독,특수,65,100,20,더러운 오물을 상대에게 내던져서 공격한다. 30%의 확률로 독 상태로 만든다.
오물웨이브,독,특수,95,100,10,오물 파도로 자신의 주위에 있는 포켓몬을 공격한다. 10%의 확률로 독 상태로 만든다.
오물폭탄,독,특수,90,100,10,더러운 오물을 상대에게 내던져서 공격한다. 30%의 확률로 독 상태로 만든다.
용해액,독,특수,40,100,30,강한 산을 상대에게 끼얹어 공격한다. 10% 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
위액,독,변화,0,100,10,상대의 몸에 위액을 내뱉는다. 달라붙은 위액은 상대의 특성 효과를 지운다.
정화,독,변화,0,0,10,상대의 상태 이상을 회복한다. 회복하면 자신의 HP를 회복할 수 있다.
크로스포이즌,독,물리,70,100,20,상대를 베어 가른다. 10% 확률로 상대를 독 상태로 만들거나 급소에 맞을 확률이 높다.
클리어스모그,독,특수,50,0,15,특수한 진흙 덩어리를 상대에게 내던져서 공격한다. 능력 변화를 원래대로 돌린다.
킬러스핀,독,물리,30,100,15,"회전해서 상대를 공격한다. 조이기, 김밥말이, 씨뿌리기 등의 효과를 날려 버린다. 상대를 독 상태로 만든다."
토치카,독,변화,0,0,10,상대의 공격을 막음과 동시에 접촉한 상대에게 독을 퍼뜨린다.
트림,독,특수,120,90,10,상대를 향해 트림을 하여 데미지를 준다. 나무열매를 먹지 않으면 쓸 수 없다.
페이탈클로,독,물리,80,100,15,"치명적인 손톱으로 공격한다. 50% 확률로 상대를 독, 마비, 잠듦 중 하나의 상태로 만든다."
포이즌액셀,독,물리,100,100,10,30% 확률로 상대를 독 상태로 만든다.
포이즌테일,독,물리,50,100,25,꼬리로 때린다. 10% 확률로 상대를 독 상태로 만들거나 급소에 맞을 확률이 높다.
공간절단,드래곤,특수,100,95,5,주위의 공간과 더불어 상대를 찢어서 데미지를 준다. 급소에 맞기 쉽다.
다이맥스포,드래곤,특수,100,100,5,체내에서 응축한 에너지를 코어를 통해 발사해서 공격한다. 상대가 다이맥스 중이면 데미지가 2배가 된다.
대검돌격,드래곤,물리,120,100,5,몸을 내던지는 무모한 돌격. 기술을 사용한 다음 상대의 공격이 반드시 명중하고 데미지를 2배로 입게 된다.
더블촙,드래곤,물리,40,90,15,몸의 단단한 부분으로 상대를 때려 공격한다. 2회 연속으로 데미지를 준다.
드래곤다이브,드래곤,물리,100,75,10,굉장한 살기로 위압하면서 몸통박치기한다. 20% 확률로 상대를 풀죽게 만든다. 대상이 작아지기를 사용했었다면 필중하며 데미지가 2배다.
드래곤애로,드래곤,물리,50,100,10,드라꼰으로 2번 공격한다. 상대가 2마리일 때는 각각 1번씩 공격한다.
드래곤에너지,드래곤,특수,150,100,5,생명력을 파워로 바꿔서 상대를 공격한다. 자신의 HP가 적을수록 기술의 위력이 떨어진다.
드래곤옐,드래곤,변화,0,0,15,용의 북돋움으로 사기를 높여서 같은 편의 기술이 급소에 맞기 쉬워진다. 드래곤타입이면 더욱더 사기가 북돋는다.
드래곤클로,드래곤,물리,80,100,15,날카롭고 뾰족하며 거대한 발톱으로 상대를 베어 갈라서 공격한다.
드래곤테일,드래곤,물리,60,90,10,상대를 튕겨내서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.
드래곤해머,드래곤,물리,90,100,15,몸을 해머처럼 써서 상대를 덮쳐 데미지를 준다.
무한다이빔,드래곤,특수,160,90,5,본래의 모습이 된 무한다이노 최대의 공격. 사용 후 1턴 간 움직일 수 없다.
변덕레이저,드래곤,특수,80,100,5,광선을 발사해서 공격한다. 30%의 확률로 다른 머리도 협력해서 레이저를 발사하여 위력이 2배가 된다.
소울비트,드래곤,변화,0,0,5,"자신의 HP를 1/3 깎아서 공격, 방어, 특수공격, 특수방어, 스피드를 1랭크 올린다."
스케일노이즈,드래곤,특수,110,100,5,전신의 비늘을 비벼서 큰 소리를 내 공격한다. 공격 후 자신의 방어가 1랭크 떨어진다.
스케일샷,드래곤,물리,25,90,20,비늘을 쏘아서 공격한다. 2-5회 동안 연속으로 쓴다. 스피드가 1랭크 올라가지만 방어가 1랭크 떨어진다.
스간의포효,드래곤,특수,150,90,5,시간이 뒤틀릴 정도의 힘을 사용해서 상대를 공격한다. 다음 턴은 움직일 수 없다.
역린,드래곤,물리,120,100,10,2-3턴 동안 마구 난동 부려서 공격한다. 난동 부린 뒤에는 혼란에 빠진다.
와이드브레이커,드래곤,물리,60,100,15,강인한 꼬리를 세차게 휘둘러서 상대를 공격한다. 상대의 공격을 1랭크 떨어뜨린다.
용성군,드래곤,특수,130,90,5,천공에서 운석을 떨어뜨린다. 사용하면 반동으로 자신의 특수공격이 2랭크 떨어진다.
용의분노,드래곤,특수,0,100,20,분노의 충격파를 상대에게 부딪쳐서 공격한다. 언제나 40의 데미지를 준다.
용의숨결,드래곤,특수,60,100,20,굉장한 숨결을 상대에게 내뿜어 공격한다. 30%의 확률로 상대를 마비 상태로 만든다.
용의춤,드래곤,변화,0,0,20,신비롭고 힘센 춤을 격렬하게 춘다. 자신의 공격과 스피드를 1랭크 올린다.
용의파동,드래곤,특수,85,100,10,큰 입으로 충격파를 일으켜서 상대를 공격한다.
코어퍼니셔,드래곤,특수,100,100,10,데미지를 준 상대가 이미 행동을 끝냈다면 상대의 특성을 없애버린다.
한판내기,드래곤,물리,80,100,10,"멋들어진 몸놀림으로 공격한다. 입속에 싸리용이 있으면 싸리용의 모습에 따라 공격, 방어, 스피드 중 하나의 능력이 1랭크 올라간다."
회오리,드래곤,특수,40,100,20,"회오리를 일으켜 상대를 끌어들여 공격한다. 20% 확률로 상대를 풀죽게 만든다. 공중날기, 뛰어오르기, 프리폴을 시전 중인 상대에겐 2배의 데미지를 준다."
10만마력,땅,물리,95,95,10,온몸을 써서 상대를 맹렬히 공격한다.
구멍파기,땅,물리,80,100,10,1턴째에 땅속으로 파고들어 2턴째에 상대를 공격한다.
그라운드포스,땅,물리,90,100,10,대지의 힘을 모으고 그 힘을 상대에게 집중시켜서 데미지를 준다.
단애의칼,땅,물리,120,85,10,대지의 힘을 칼날로 바꿔 상대를 공격한다.
대지의힘,땅,특수,90,100,10,상대의 발밑에 대지의 힘을 방출한다. 10%의 확률로 상대의 특수방어를 1랭크 떨어뜨린다.
드릴라이너,땅,물리,80,95,10,드릴처럼 몸을 회전시켜서 상대에게 몸통박치기한다. 급소에 맞기 쉽다.
들이받기,땅,물리,120,100,5,온 힘을 다한 몸통박치기를 날린다. 자신의 방어와 특수방어가 1랭크 떨어진다.
땅가르기,땅,물리,0,30,5,땅이 갈라진 곳에 상대를 떨어뜨려 공격한다. 맞으면 일격에 기절한다.
땅고르기,땅,물리,60,100,20,땅을 힘껏 밟아 자신의 주위에 있는 포켓몬을 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
매그니튜드,땅,물리,0,100,30,땅을 흔들어서 자신의 주위에 있는 포켓몬을 공격한다. 기술의 위력이 여러모로 바뀐다.
머드샷,땅,특수,55,95,15,진흙 덩어리를 상대에게 내던져서 공격한다. 상대의 스피드를 1랭크 떨어뜨린다.
모래모으기,땅,변화,0,0,5,자신의 최대 HP의 절반을 회복한다. 모래바람일 때는 최대 HP의 2/3을 회복한다.
모래뿌리기,땅,변화,0,100,15,상대의 얼굴에 모래를 뿌려서 명중률을 1랭크 떨어뜨린다.
모래지옥,땅,물리,35,85,15,세차게 불어대는 모래바람 속에 4-5턴 동안 상대를 가두어 공격한다.
본러시,땅,물리,25,90,10,단단한 뼈로 상대를 세게 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
분함의발구르기,땅,물리,75,100,10,분함을 발판삼아 공격한다. 앞 턴에서 기술이 빗나갔다면 위력이 2배가 된다.
뼈다귀부메랑,땅,물리,50,90,10,손에 들고 있는 뼈를 상대에게 날려서 날아갈 때와 돌아올 때 2회 연속 데미지를 준다.
뼈다귀치기,땅,물리,65,85,20,손에 들고 있는 뼈로 상대를 세게 때려서 공격한다. 10% 확률로 상대를 풀죽게 만든다.
사우전드애로,땅,물리,90,100,10,떠 있는 포켓몬도 맞힐 수 있다. 떠 있던 상대는 맞아서 땅에 떨어진다.
사우전드웨이브,땅,물리,90,100,10,땅 위를 뻗어 나가는 파도로 공격한다. 파도에 휩쓸린 상대는 전투에서 도망칠 수 없게 된다.
압정뿌리기,땅,변화,0,0,20,"상대의 발밑에 압정을 뿌린다. 교체된 상대 포켓몬에게 데미지를 준다. 1중첩 시 최대 HP의 1/8, 2중첩 시 1/6, 3중첩 시 1/4만큼의 데미지를 입힌다. 부유 특성이나 비행타입 포켓몬은 압정을 밟지 않는다."
열사의대지,땅,특수,70,100,10,뜨겁게 달궈진 모래를 상대에게 부딪쳐서 공격한다. 30% 확률로 상대를 화상 상태로 만든다.
열사의폭풍,땅,특수,100,80,10,뜨겁게 달궈진 모래와 강렬한 바람으로 상대를 둘러싸서 공격한다. 30% 확률로 상대를 화상 상태로 만든다.
일구기,땅,변화,0,0,10,땅을 일구어 초목이 자라기 쉽게 한다. 풀타입의 공격과 특수공격이 1랭크 오른다.
지진,땅,물리,100,100,10,지진의 충격으로 자신의 주위에 있는 포켓몬을 공격한다. 구멍파기 중인 대상에게는 데미지가 2배다.
진흙뿌리기,땅,특수,20,100,10,상대의 얼굴 등에 진흙을 내던져서 공격한다. 명중률이 1랭크 떨어뜨린다.
진흙폭탄,땅,특수,65,85,10,단단한 진흙구슬을 상대에게 발사하여 공격한다. 30% 확률로 명중률을 떨어뜨린다.
흙놀이,땅,변화,0,0,15,주위를 진흙투성이로 만든다. 5턴 동안 전기타입의 기술을 약하게 한다.
거품,물,특수,40,100,30,매우 많은 거품을 상대에게 내뿜어 공격한다. 10% 확률로 상대의 스피드를 1랭크 떨어뜨린다.
거품광선,물,특수,65,100,20,거품을 기세 좋게 발사하여 공격한다. 10% 확률로 상대의 스피드를 1랭크 떨어뜨린다.
근원의파동,물,특수,110,85,10,파랗게 빛나는 무수한 광선으로 모든 상대를 공격한다.
껍질끼우기,물,물리,35,85,15,매우 튼튼하고 두꺼운 껍질에 4-5턴 동안 상대를 끼워서 공격한다.
껍질에숨기,물,변화,0,0,40,껍질에 숨어 몸을 보호하여 자신의 방어를 1랭크 올린다.
노려맞히기,물,특수,80,100,15,상대의 기술을 끌어모으는 특성이나 기술의 영향을 무시하고 선택한 상대를 공격할 수 있다. 급소에 맞을 확률이 높다.
다이빙,물,물리,80,100,10,1턴째에 잠수했다가 2턴째에 떠올라 공격한다. 깊은 바다에서 잠수도 할 수 있다.
대포무노포,물,특수,65,85,10,상대의 얼굴 등에 먹물을 내뿜어 공격한다. 50% 확률로 상대의 명중률을 떨어뜨린다.
물거품아리아,물,특수,90,100,10,노래 부르는 것으로 많은 벌룬을 방출한다. 기술에 맞으면 화상이 낫는다.
물놀이,물,변화,0,0,15,주위를 물로 흠뻑 젖게 만든다. 5턴 동안 불꽃타입의 기술을 약하게 한다.
물대포,물,특수,40,100,25,물을 기세 좋게 상대에게 발사하여 공격한다.
물붓기,물,변화,0,0,20,많은 물을 끼얹어서 대상을 단일 물 타입으로 바꾼다.
물수리검,물,특수,15,100,20,점액으로 만든 수리검을 2-5회 연속으로 던진다. 반드시 선제공격할 수 있다.
물의맹세,물,특수,80,100,10,물기둥으로 공격한다. 불꽃과 조합하면 위력이 올라가고 하늘에 무지개가 걸린다.
물의파동,물,특수,60,100,20,물의 진동을 상대에게 가하여 공격한다. 20% 확률로 상대를 혼란 상태로 만든다.
바다회오리,물,특수,35,85,15,세차게 소용돌이치는 물속에 4-5턴 동안 상대를 가두어 공격한다.
비바라기,물,변화,0,0,5,5턴 동안 비를 내리게 해서 물타입 기술의 위력을 올린다.
생명의물방울,물,변화,0,0,10,신비한 물을 흩뿌려서 자신과 배틀에 나와 있는 같은 편의 HP를 회복한다.
셸블레이드,물,물리,75,95,15,날카로운 조개껍질로 베어 공격한다. 50% 확률로 상대의 방어를 1랭크 떨어뜨린다.
소금물,물,특수,65,100,10,상대의 HP의 절반 정도 상처를 입고 있으면 기술의 위력이 2배가 된다.
수류연타,물,물리,25,100,5,물의 태세가 극에 달하여 물 흐르듯 3회의 연격을 날린다. 반드시 급소에 맞는다.
스팀버스트,물,특수,110,95,5,상대에게 굉장히 뜨거운 증기를 뿜는다. 30%의 확률로 상대를 화상 상태로 만든다. 사용자 또는 대상의 얼음을 치료한다.
아가미물기,물,물리,85,100,10,단단한 아가미로 문다. 상대보다 먼저 공격하면 기술의 위력은 2배가 된다.
아쿠아링,물,변화,0,0,20,몸 주변을 물로 만든 베일로 덮는다. 매 턴마다 최대 HP의 1/16을 회복한다.
아쿠아브레이크,물,물리,85,100,10,물의 힘으로 상대에게 부딪쳐서 공격한다. 20% 확률로 상대의 방어를 1랭크 떨어뜨린다.
